"name","mail","mail2","tel","tel2","adrs","adrs2"
"ECOLE PRIVEE LE SACRE-COEUR","eco35.sacre-coeur.combourtille@ecbretagne.org","Not found","02 99 97 66 94","Not found","1 rue de la Messayais35210 COMBOURTILLEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco35.st-joseph.marpire@ecbretagne.org","Not found","02 99 49 82 70","Not found","11 rue de l'Ecole35220 MARPIREFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","steanne-sthilaire-deslandes@orange.fr","Not found","02 99 98 80 97","Not found","6 rue du Rocher35140 ST HILAIRE DES LANDESFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","Not found","Not found","05 65 68 40 85","Not found","8 rue Séguret Saincric12000 RODEZFrance","Not found"
"ECOLE PRIVEE   NOTRE-DAME DE LA LA PROVIDENCE","ec-pr-la-providence-olivet@ac-orleans-tours.fr","Not found","02 38 63 41 11","02 38 63 46 67","91 rue du Général de Gaulle45160 OLIVETFrance","Not found"
"ECOLE PRIVEE LES CHATAIGNIERS","ecole.leschataigniers@wanadoo.fr","Not found","01 39 23 18 18","Not found","11 bis avenue Jean Jaurès78000 VERSAILLESFrance","Not found"
"ECOLE, COLLEGE ET LYCEE DE PROVENCE","ecole-de-provence@13.scolanet.org","Not found","04 91 77 28 46","Not found","42 boulevard Emile Sicard13272 MARSEILLE CEDEX 08France","Not found"
"ENC - ECOLE NORMALE CATHOLIQUE  ECOLE, COLLEGE ET LYCEE PRIVES BLOMET","direction@blomet-enc.com","Not found","01 40 65 15 30","01 40 65 15 38","5 rue Blomet75015 PARISFrance","Annexe Saint-Jean : 89 rue Olivier de Serres"
"ECOLE, COLLEGE ET LYCEE PRIVES   SEVIGNE LA CROIX DU LUDE","direction@institutionsevigne.org","ecoledulude@wanadoo.fr","02 33 50 03 64","02 33 50 03 29","15 boulevard Girard Desprairies50400 GRANVILLEFrance","Ecole :"
"SEMINAIRE DE JEUNES  ECOLE, COLLEGE ET LYCEE PRIVES","sem.walbourg@wanadoo.fr","Not found","03 88 90 29 29","Not found","60 rue principale67360 WALBOURGFrance","Not found"
"ECOLE NOTRE-DAME DU BON CONSEIL","ndbc.feuchy@wanadoo.fr","Not found","03 21 48 16 65","Not found","5 place de l'Eglise62223 FEUCHYFrance","Not found"
"ECOLE PRIVEE ST-JOSEPH","st.joseph.vendargues@wanadoo.fr","ecolestjoseph@laposte.net","04 67 70 85 85","Not found","22 rue de la Fontaine34740 VENDARGUESFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","03 27 48 20 87","Not found","806 rue Neuve59226 LECELLESFrance","Not found"
"ECOLE PRIVEE SAINTE-GENEVIEVE  &amp; COLLEGE PRIVE SAINT-JOSEPH","college.st-joseph@wanadoo.fr","bonsauveur.ecole@fr.oleane.com","02 33 72 53 53","Not found","1 rue Elizabeth de Surville - BP 33150001 ST LO CEDEXFrance","Not found"
"ECOLE ET COLLEGE PRIVES   SAINTE-JEANNE D'ARC","Not found","Not found","03 81 67 13 37","Not found","32 rue de la Chaussée25500 MORTEAUFrance","Not found"
"ECOLE PRIVEE SAINT-CHRISTOPHE","ecolesaintchristophe@9business.fr","Not found","03 21 01 21 19","Not found","58 rue Saint-Christophe62400 BETHUNEFrance","Not found"
"ECOLE PRIVEE SAINT-ELOI","Not found","Not found","03 20 83 79 01","Not found","19 rue Louis Decottignies59100 ROUBAIXFrance","Not found"
"ECOLE PRIVEE SAINT-FRANÇOIS","ecole.st.francois.73@wanadoo.fr","Not found","04 79 32 43 74","Not found","40 avenue Jean Jaurès73200 ALBERTVILLEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolestjo.mesnil49@wanadoo.fr","ec.lemesnil.stjoseph@ec49.org","02 41 78 94 32","Not found","27 rue de la Chapelle49410 LE MESNIL EN VALLEEFrance","Not found"
"ECOLE PRIVEE SAINT-MICHEL","ecopriv.poiteviniere@wanadoo.fr","ec.lapoiteviniere.stmichel@ec49.org","02 41 70 03 75","Not found","17 bis rue d'Anjou49510 LA POITEVINIEREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","04 73 60 51 50","Not found","3 rue des Caves63830 NOHANENTFrance","Not found"
"ECOLE PRIVEE LOUIS ROYER","ecole.louisroyer@free.fr","Not found","04 75 63 82 50","Not found","15 rue Victor Hugo07250 LE POUZINFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ecole.sainte.anne@hotmail.fr","Not found","01 75 07 26 87","Not found","11 rue de la Garde07300 ST JEAN DE MUZOLSFrance","Not found"
"ECOLE PRIVEE SAINT-JULIEN","st.julien@wanadoo.fr","saintjulien-ecole-labrosse@wanadoo.fr","04 77 29 68 54","Not found","15 route de Lyon42400 ST CHAMONDFrance","Not found"
"ECOLE PRIVEE LEON MARIE","ecmarlma@edres74.net","Not found","04 50 69 71 69","Not found","Rue des Ecoles74150 MARCELLAZ ALBANAISFrance","Not found"
"ECOLE PRIVEE LES SAINTS-ANGES","st_anges@club-internet.fr","Not found","01 48 28 33 35","Not found","8 rue de Vouillé75015 PARISFrance","Not found"
"INSTITUT NOTRE-DAME","Not found","Not found","01 41 13 42 42","01 46 61 80 60 (école)","65 avenue du Général Leclerc92340 BOURG LA REINEFrance","Not found"
"INSTITUTION NOTRE-DAME  ECOLE, COLLEGE ET LYCEE PRIVES","ecole-college-lycee@ind-valence.com","Not found","04 75 82 13 60","Not found","91 rue Montplaisir26000 VALENCEFrance","Not found"
"INSTITUTION SAINT-JOSEPH","stjoseph68@wanadoo.fr","primaire.stjoseph68@wanadoo.fr","03 89 49 62 16","Not found","11 rue Poincaré68250 ROUFFACHFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DES VIGNES","ecoledesvignes3@wanadoo.fr","ducrayp@wanadoo.fr","04 77 60 93 27","Not found","Le Bourg42190 ST NIZIER SOUS CHARLIEUFrance","Not found"
"ECOLE PRIVEE LES GOELANDS","ecolesaintfrancois@orange.fr","Not found","04 75 31 08 06","Not found","Rue de la Mairie26140 ST RAMBERT D ALBONFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DU ROSAIRE","Not found","Not found","04 76 31 63 94","Not found","117 rue du Centre38490 CHIMILINFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME EN CHARTREUSE","ce.0380988T@ac-grenoble.fr","Not found","04 76 55 44 09","Not found","25 Place de l'Eglise38380 ST LAURENT DU PONTFrance","5 place de l'Eglise"
"ECOLE, COLLEGE  ET LYCEE PRIVES L'ESPERANCE","college.esperance@wanadoo.fr","Not found","02 51 40 24 86","Not found","Le Lieu-dit Bourdevaire85110 STE CECILEFrance","Not found"
"CENTRE SCOLAIRE PRIVE   JEANNE D'ARC","secretariat@lajeanne-champa.com","Not found","03 84 52 70 70","03 84 52 70 81","10 rue du Sauget - BP 11439300 CHAMPAGNOLE CEDEXFrance","Primaire :"
"ECOLE PRIVEE MARIE RIVIER","ecole.marie.rivier@wanadoo.fr","Not found","05 56 21 22 83","Not found","Place de l'Eglise33370 FARGUES ST HILAIREFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","ecole.stlouismariani@wanadoo.fr","Not found","04 91 60 00 01","Not found","Place des Abattoirs13015 MARSEILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","stemarie.secretariat@wanadoo.fr","Not found","04 93 34 14 47","Not found","4 rue Andréossy06600 ANTIBESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DU SACRE-COEUR","Not found","Not found","04 91 93 50 91","Not found","167 avenue des Caillols13012 MARSEILLEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE TOUTES JOIES","ec.nantes.nd-toutes-joies@ec44.scolanet.org","ecole.nd.toutesjoies@free.fr","02 40 76 95 15","Not found","42 boulevard Albert Thomas44000 NANTESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","avire.notredame@wanadoo.fr","ec.avire.notredame@ec49.org","02 41 61 06 49","Not found","Route de la Jaillette49500 AVIREFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ec.bouzille.notredame@ec49.org","Not found","02 40 98 19 67","Not found","6 rue de la Mare à Margot49530 BOUZILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-BLANDINE","ibernage@free.fr","Not found","04 74 61 02 87","Not found","4 rue de l' Ancienne Cure01800 MEXIMIEUXFrance","Not found"
"ECOLE, COLLEGE  ET LYCEE PRIVES L'ESPERANCE","college.esperance@wanadoo.fr","Not found","02 51 40 24 86","Not found","Le Lieu-dit Bourdevaire85110 STE CECILEFrance","Not found"
"CENTRE SCOLAIRE PRIVE   JEANNE D'ARC","secretariat@lajeanne-champa.com","Not found","03 84 52 70 70","03 84 52 70 81","10 rue du Sauget - BP 11439300 CHAMPAGNOLE CEDEXFrance","Primaire :"
"COLLEGE EPISCOPAL  ECOLE, COLLEGE ET LYCEE PRIVES","secretariat@college-zillisheim.com","Not found","03 89 06 50 11","03 89 06 36 66","5 rue du Séminaire68720 ZILLISHEIMFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE TOUTES JOIES","ec.nantes.nd-toutes-joies@ec44.scolanet.org","ecole.nd.toutesjoies@free.fr","02 40 76 95 15","Not found","42 boulevard Albert Thomas44000 NANTESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","epnd85300@wanadoo.fr","emnd85300@wanadoo.fr","02 51 93 19 93","02 51 93 18 21","15 rue du Capitaine Debouté85300 CHALLANSFrance","Maternelle :21 rue du Capitaine Debouté"
"ECOLE PRIVEE  LES CHEMINS DE SAINT-JACQUES","ecole.privthurins@wanadoo.fr","Not found","04 78 48 94 11","Not found","8 route d'Yzeron69510 THURINSFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolestjo.cellieu@yahoo.fr","Not found","04 77 73 23 20","Not found","Rue des Amandiers42320 CELLIEUFrance","Not found"
"ECOLE PRIVEE LES MARELLES","epm-st-martin-la-plaine@wanadoo.fr","Not found","04 77 75 06 81","Not found","4 rue des Ecoles42800 ST MARTIN LA PLAINEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.pleudaniel@eco.ecbretagne.org","Not found","02 96 20 17 30","Not found","11 rue de la Poste22740 PLEUDANIELFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.prat@eco.ecbretagne.org","Not found","02 96 47 00 34","Not found","3 place de l'Eglise22140 PRATFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-MARIE","Not found","Not found","05 65 70 42 58","Not found","6 rue du Cours12130 ST GENIEZ D OLTFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC - NOTRE-DAME","jand.direction@wanadoo.fr","Not found","01 39 52 16 14","Not found","6 rue du Général Colin78400 CHATOUFrance","Not found"
"ECOLE LIBRE SAINT-LOUIS- BLAISE PASCAL","saint-louis-blaise-pascal@wanadoo.fr","Not found","01 48 84 10 95","Not found","6 rue de Verdun94600 CHOISY LE ROIFrance","Not found"
"ECOLE PRIVEE SAINT-PASCAL","eco35.st-pascal.osse@ecbretagne.org","Not found","02 99 37 69 90","Not found","3 rue de l'Etang35410 OSSEFrance","Not found"
"ECOLE PRIVEE SAINTE-BERNADETTE","eco.stebe.muzillac@wanadoo.fr","Not found","02 97 41 67 38","Not found","20 rue Chateaubriand56190 MUZILLACFrance","Not found"
"SAINTE-MARIE LYON","standard@sainte-marie-lyon.fr","Not found","04 78 28 38 34","04 74 94 01 32","4 montée Saint-Barthélemy69321 LYON CEDEX 05France","Annexe : Chemin du Couvent - 38290 La Verpillière"
"ECOLE PRIVEE NOTRE-DAME  DU SACRE-COEUR","ec.treffieux.nd-sacre-coeur@ec44.scolanet.org","ecolenotredame@wanadoo.fr","02 40 51 42 51","Not found","39 rue du Soleil Levant44170 TREFFIEUXFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","ec.st-mars-coutais.ste-threse@ec44.scolanet.org","Not found","02 40 04 81 12","Not found","8 rue du Grand Pré44680 ST MARS DE COUTAISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DU SACRE-COEUR","ec.prinquiau.nd-sacre-coeur@ec44.scolanet.org","ndscprinquiau@wanadoo.fr","02 40 56 66 39","Not found","2 rue de la Ramée44260 PRINQUIAUFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","eco35.notre-dame.bourg-des-comptes@ecbretagne.org","Not found","02 99 52 15 81","Not found","2 Allée du Calvaire35890 BOURG DES COMPTESFrance","Not found"
"ECOLE PRIVEE SAINT-PAUL","Not found","Not found","05 65 73 01 17","Not found","35 avenue Victor Hugo12000 RODEZFrance","Not found"
"ECOLE PRIVEE ETRE ET DEVENIR","ecole.privee.stm@wanadoo.fr","Not found","02 51 61 71 68","Not found","17 rue de l'Hermitage85700 ST MESMINFrance","Not found"
"ECOLE PRIVEE SAINTE-FAMILLE","ec.vertou.beautour.ste-famille@ec44.scolanet.org","ecole.ste.famille@free.fr","02 40 34 49 82","Not found","12 rue de l'Asile44120 VERTOU BEAUTOURFrance","Not found"
"ECOLE PRIVEE SAINTE-GENEVIEVE","direction.stegenevieve@wanadoo.fr","Not found","04 99 23 32 00","Not found","1093 avenue Louis-Ravas34000 MONTPELLIERFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","ecole.privee.jeannedarc.blere@wanadoo.fr","Not found","02 47 30 20 03","Not found","24 rue du Pont37150 BLEREFrance","Not found"
"ECOLE PRIVEE SAINTE-MARGUERITE","ecolestemarguerite@wanadoo.fr","Not found","01 39 59 57 74","Not found","39 rue Tarbé des Sablons95600 EAUBONNEFrance","Not found"
"JARDIN D'ENFANTS ARLETTE MAZIGH  ECOLE YAGUEL YAACOV","ecole@yaguelyaacov.org","Not found","01 46 56 25 26","Not found","90 rue Gabriel Péri92120 MONTROUGEFrance","Not found"
"ECOLE ET COLLEGE PRIVES NOTRE-DAME","ec.notre.dame.monbahus@ac-bordeaux.fr","Not found","05 53 01 62 10","Not found","Grande Rue47290 MONBAHUSFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN-BAPTISTE DE LA SALLE","jbaptisteleportel@wanadoo.fr","Not found","03 21 31 80 89","Not found","1 rue Gournay Hédouin62480 LE PORTELFrance","Not found"
"ECOLE DE LA COLOMBIERE","Not found","Not found","05 63 74 71 82","Not found","Villegly81170 SAIXFrance","Not found"
"ECOLE PRIVEE SAINT JOSEPH SAINTE-URSULE","ecolestjoseph.steursule@orange.fr","Not found","03 81 52 99 51","Not found","33 rue Général Brûlard25000 BESANÇONFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","jeannedarc.stciers@orange.fr","Not found","05 57 32 62 81","Not found","7 place de la Cassine33820 ST CIERS SUR GIRONDEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ecole.jeanne.d.arc.firminy@wanadoo.fr","Not found","04 77 56 10 36","Not found","5 rue Benoit Frachon42700 FIRMINYFrance","Not found"
"SAINT-DOMINIQUE  ECOLE, COLLEGE, LYCEE   ET ENSEIGNEMENT SUPERIEUR PRIVES","saint.dominique@wanadoo.fr","Not found","05 59 32 01 23","Not found","30 avenue Fouchet64000 PAUFrance","Not found"
"INSTITUT FAMILIAL  ECOLE ET COLLEGE PRIVES","Not found","ecoleinstitut.montauban@ec-mp.org","05 63 21 86 00","Not found","1 allée de Mortarieu - BP 51482005 MONTAUBAN CEDEXFrance","Not found"
"ECOLE, COLLEGE ET LYCEE PRIVES  DU FOYER DE LA CHARITE","collegelycee.filles@orange.fr","primaire.ecole.de.filles@wanadoo.fr","04 75 68 79 25","Not found","77 rue Geoffroy de Moirans - BP 1726330 CHATEAUNEUF DE GALAUREFrance","Not found"
"FENELON  ECOLE, COLLEGE, LYCEE GENERAL   &amp; LYCEE DU PAYSAGE   ET DE L'ENVIRONNEMENT","vaujours@cneap.fr","primaire@fenelon.fr","01.49.63.62.00","Not found","1 rue de Montauban93410 VAUJOURSFrance","Not found"
"ECOLE, COLLEGE ET LYCEE SAINT- JOSEPH","info@saint-joseph.com","Not found","03 26 85 23 65","Not found","177 rue des Capucins51095 REIMS CEDEXFrance","Not found"
"ECOLE PRIVEE GRAINES DE VIE","Not found","ec.laboutouchere.grainesdevie@ec49.org","02 41 72 52 96","Not found","4 rue des Ecoles49410 LA BOUTOUCHEREFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN BOSCO","ibernage@free.fr","Not found","04 74 61 19 45","Not found","Rue du Puits Volant01800 MEXIMIEUXFrance","Not found"
"MATERNELLE NOTRE-DAME  ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","ec.col.st-joseph.jurancon.64@wanadoo.fr","primairesaintjoseph@hotmail.fr","05 59 06 20 79","05 59 06 06 63","27 avenue de Kreuzburg64110 JURANÇONFrance","Ecole Notre-Dame de Guindalos760 route des Côteaux Guindalos"
"ECOLE PRIVEE SAINT-DENIS","Not found","Not found","03 20 55 60 85","Not found","11 rue Parrayon59800 LILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-CLOTILDE","ste-clo@wanadoo.fr","Not found","01 45 48 72 19","Not found","77 rue de Grenelle75007 PARISFrance","Not found"
"ECOLE PRIVEE SAINTE-ERNESTINE","ecolesternestine@aol.com","Not found","01 60 82 30 73","Not found","17 Grande-Rue91510 LARDYFrance","Not found"
"ECOLE PRIVEE SAINTE-GENEVIEVE","Not found","Not found","03 81 59 05 31","Not found","19 rue de la Marchotte25770 SERRE LES SAPINSFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecolemarans49@wanadoo.fr","ec.marans.notredame@ec49.org","02 41 61 00 95","Not found","3 route de Vern49500 MARANSFrance","Not found"
"ECOLE PRIVEE","ec.montrevault@ec49.org","Not found","02 41 30 11 62","Not found","9 rue Saint-Nicolas49110 MONTREVAULTFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","ec.rochefort.stjoseph@ec49.org","02 41 78 81 00","Not found","3 rue de la Grand'Cour49190 ROCHEFORT SUR LOIREFrance","Not found"
"ECOLE PRIMAIRE  KER-LYS","Not found","Not found","05 96 71 66 46","Not found","10 r St Christophe97200 FORT DE FRANCEFrance","Not found"
"ECOLE PRIVEE","ec-stand@inforoutes-ardeche.fr","Not found","04 75 30 03 77","Not found","Le Bourg07690 ST ANDRE EN VIVARAISFrance","Not found"
"ECOLE PRIVEE FREDERIC DE PELLEPORT","pelleport@scolagora.com","Not found","04 77 53 60 36","Not found","24 rue Victor Hugo42350 LA TALAUDIEREFrance","Not found"
"ECOLE PRIVEE SAINTE-FAMILLE","stefamille.primaire@wanadoo.fr","Not found","04 75 40 48 19","04 75 40 44 11","Place Santo Tirso07130 ST PERAYFrance","Maternelle : 4 rue Pasteur"
"ECOLE PRIVEE SAINT-FRANÇOIS JACQUARD","assogec@wanadoo.fr","ecsjestf@edres74.cur-archamps.fr","04 50 35 83 35","Not found","Rue du Faucigny74490 ST JEOIRE EN FAUCIGNYFrance","Not found"
"ECOLE PRIVEE SAINT-LOUP","st-loup@saintjacques.org","Not found","03 86 56 00 43","Not found","7 place Emile Blondeau89210 BRIENON SUR ARMANÇONFrance","Not found"
"INSTITUTION SAINT-PIE X","directrice.st-pie-x@dominicaines.fr","Not found","01 46 02 58 43","Not found","19 rue des Ecoles92210 ST CLOUDFrance","Not found"
"NOTRE-DAME DU CHATEAU  ECOLE ET COLLEGE PRIVES","ndchateau@ac-clermont.fr","ecole@ndchateau.fr","04 71 75 61 90","04 71 75 61 81","5 rue du Château43120 MONISTROL SUR LOIREFrance","Ecole : 39 rue du Château"
"ECOLE PRIVEE LE SACRE-COEUR","ecolebouaine@wanadoo.fr","Not found","02 51 41 91 39","Not found","22 rue du Commerce85660 ST PHILBERT DE BOUAINEFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","Not found","Not found","04 73 79 26 79","Not found","16 rue du Muscadet63230 CHAPDES BEAUFORTFrance","Not found"
"ECOLE PRIVEE SAINTE-ALDEGONDE","Not found","Not found","03 27 63 20 79","Not found","90 route Nationale59149 COUSOLREFrance","Not found"
"ECOLE PRIVEE DE L'ALLIANCE","ec.port-st-pere.priv.mixte@ec44.scolanet.org","ecole.privee.psp@wanadoo.fr","02 40 04 85 80","Not found","1 rue du Fief l'Abbé44710 PORT ST PEREFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","Not found","Not found","05 63 53 47 43","Not found","Chemin de Sermet81340 VALENCE D ALBIGEOISFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","Not found","Not found","04 90 95 73 56","Not found","100 rue de la République13690 GRAVESONFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","04 71 09 27 99","Not found","21 rue Jean Baudoin - Le Val Vert43000 LE PUY EN VELAYFrance","Not found"
"ECOLE, COLLEGE ET LYCEE PRIVES  MARIE IMMACULEE","Not found","Not found","02 33 27 81 41","02 33 27 80 28","Ecole et Collège :Place de la 2ème DB61500 SEESFrance","Lycée : 6 rue Charles Forget"
"ECOLE, COLLEGE ET LYCEE PRIVES  NOTRE-DAME - SAINT-VICTOR","ndsv@wanadoo.fr","Not found","03 26 54 27 20","03 26 54 27 20","13 rue Jean Chandon-Moët51200 EPERNAYFrance","Secondaire : 8 rue Lochet"
"ECOLE PRIVEE SAINTE-CECILE","Not found","Not found","04 73 24 00 86","Not found","3 rue Blaise Pascal63118 CEBAZATFrance","Not found"
"ECOLE PRIVEE SAINT-FERREOL","ecole.stferreol@laposte.net","Not found","04 74 05 79 61","Not found","Le Pavé de St-Forgeux69490 ST FORGEUXFrance","Not found"
"ECOLE PRIVEE BEAULIEU","ecolebeaulieu42@orange.fr","Not found","04 77 90 56 70","Not found","22 rue Abbé DuplayBeaulieu42230 ROCHE LA MOLIEREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH  LE SACRE-COEUR","stjolaguyo@wanadoo.fr","Not found","02 51 41 76 73","Not found","57 rue de l'Amiral Duchaffault85600 LA GUYONNIEREFrance","Not found"
"ECOLE PRIVEE MONTFORT","ec.crossac.montfort@ec44.scolanet.org","monforta@orange.fr","02 40 01 14 81","Not found","2 rue de la Brière44160 CROSSACFrance","Not found"
"CENTRE SCOLAIRE PRIVE  SAINT-LOUIS - SAINT-BRUNO","lycee@stbruno-stlouis.com","college-saint-louis.saint-bruno@wanadoo.fr","04 72 98 23 30","04 78 28 39 53","16 rue des Chartreux69283 LYON CEDEX 01France","Ecole : 17 rue des Chartreux"
"INSTITUT SAINT-LO","institut.saintlo@etab.ac-caen.fr","direcole@institut-saint-lo.asso.fr","02 33 77 17 17","Not found","18 rue de l'Oratoire50180 AGNEAUXFrance","Not found"
"ECOLE PRIVEE MARGUERITE MARIE  COLLEGE ET LYCEE PRIVES JEANNE D'ARC","Not found","Not found","05 65 60 64 00","05 65 60 04 35","3 place du Mandarous12100 MILLAUFrance","Primaire : 26 avenue Jean Jaurès"
"ECOLE, COLLEGE ET LYCEE PRIVES YAVNE","Not found","Not found","04 91 66 14 77","04 91 66 36 93","44-46 boulevard Barry13013 MARSEILLEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE CADEROT","ecoledecaderot@wanadoo.fr","Not found","04 42 85 42 82","Not found","Quartier AutinChemin de Caderot13130 BERRE L ETANGFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","notre.dame.montebourg@wanadoo.fr","Not found","02 33 21 13 38","Not found","2 place Saint-Jacques50310 MONTEBOURGFrance","Not found"
"ECOLE PRIVEE","ecolepriveedesthilaire@wanadoo.fr","ec.sthilairedubois@ec49.org","02 41 75 81 72","Not found","Place René Cassin49310 ST HILAIRE DU BOISFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ec.stremyenmauges.stjoseph@ec49.org","saintjo49@free.fr","02 41 30 02 91","Not found","26 bis rue de Vendée49110 ST REMY EN MAUGESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.ploubalay@eco.ecbretagne.org","Not found","02 96 27 24 43","Not found","Route de Dinan22650 PLOUBALAYFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","eco22.st-trimoel@eco.ecbretagne.org","Not found","02 96 42 60 60","Not found","Le Bourg22510 ST TRIMOELFrance","Not found"
