"name","mail","mail2","tel","tel2","adrs","adrs2"
"ECOLE PRIVEE SAINTE-FAMILLE","ecole-stefamille@wanadoo.fr","Not found","02 33 36 81 10","Not found","19 rue du Président Mitterrand61160 TRUNFrance","Not found"
"ECOLE PRIVEE SAINT-CHARLES","Not found","ecole.saintcharles@wanadoo.fr","02 43 95 52 25","Not found","Rue Pioger72300 AUVERS LE HAMONFrance","Not found"
"ECOLE PRIVEE SAINTE-ADELAIDE","ecole.privee.ste.adelaide@wanadoo.fr","ec.montfort.steadelaide@ec72.org","02 43 76 70 06","Not found","72 Grande Rue72450 MONTFORT LE GESNOISFrance","Not found"
"ECOLE PRIVEE MONTESSORI","ecole.montessori.rennes@wanadoo.fr","Not found","02 99 59 25 56","Not found","14 rue des Arts35000 RENNESFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","sacre-coeur-gravelines@wanadoo.fr","Not found","03 28 23 07 52","Not found","5 rue de Dunkerque59820 GRAVELINESFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","ec-pr-jeanne-d-arc-ferrieres-en-gatinais@ac-orleans-tours.fr","Not found","02 38 96 52 58","Not found","16 rue des Fossés45210 FERRIERE EN GATINAISFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE SAINTE-THERESE","mariegp@wanadoo.fr","Not found","02 40 79 24 63","Not found","35 rue Subrette44290 GUEMENE PENFAOFrance","17 rue des Porteaux"
"ECOLE PRIVEE SAINTE MARIE","saintemarie.ecole@wanadoo.fr","Not found","02 37 37 76 51","Not found","2 rue de Dreux28250 SENONCHESFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","02 35 34 52 42","Not found","5 rue Aristide Briand76680 ST SAENSFrance","Not found"
"ECOLE PRIVEE SAINTE-MARTHE","lasalle.bourges@wanadoo.fr","Not found","02 48 24 51 94","Not found","6 chemin de Turly18000 BOURGESFrance","Not found"
"GRAINE D'ECOLE","grainedecole@wanadoo.fr","Not found","05 56 84 99 69","Not found","12 avenue de Bardanac - La Paillière33600 PESSACFrance","Not found"
"ECOLE MATERNELLE PRIVEE SAINT-PIERRE","Not found","Not found","03 85 48 00 24","Not found","24 rue Fructidor71100 CHALON SUR SAONEFrance","Not found"
"ECOLE PRIVEE SAINT-HUGUES","ecole.saint.hugues@wanadoo.fr","Not found","04 76 45 14 21","Not found","18 avenue Guérin38580 ALLEVARDFrance","Not found"
"ECOLE PRIVEE DE MONTALIVET","contact@ecole-montalivet.fr","montalivet.epca@tiscali.fr","04 75 33 48 53","Not found","1 chemin de la Muette07100 ANNONAYFrance","Not found"
"ECOLE PRIVEE BON PASTEUR","Not found","Not found","02 31 64 10 68","Not found","6 rue du Long-Clos14130 PONT L EVEQUEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","jeannedarc-begles@wanadoo.fr","Not found","05 56 85 97 75","Not found","65 avenue du Professeur Bergonié33130 BEGLESFrance","Not found"
"ECOLE PRIVEE   LES JARDINS DE NOTRE-DAME","ecolelesjardins@wanadoo.fr","Not found","04 90 29 60 61","Not found","1 rue des Jardins84420 PIOLENCFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE D'AVILA","ste.therese.avila@wanadoo.fr","Not found","02 35 60 41 77","Not found","1240 rue de la Haye76230 BOIS GUILLAUMEFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","Not found","eco22.ste-anne.loudeac@eco.ecbretagne.org","02 96 28 01 35","Not found","19 rue de la Chèze22600 LOUDEACFrance","Not found"
"SAINT-PIERRE INSTITUT","saint-pierre91@saint-pierre91.org","Not found","01 60 47 99 99","Not found","70 rue de Montgeron - BP 20191801 BRUNOY CEDEXFrance","Not found"
"ECOLE PRIVEE SAINT-JUST","Not found","Not found","04 74 29 57 37","Not found","18 rue Danièle Casanova38150 SALAISE SUR SANNEFrance","Not found"
"SAINTE-MARIE LYON  ANNEXE LA VERPILLIERE","Not found","Not found","04 74 94 01 32","04 78 28 38 34","Chemin du Couvent - BP 838292 LA VERPILLIERE CEDEXFrance","4 montée Saint-Barthélemy - 69005 LYON"
"ECOLE ET COLLEGE PRIVES  DE L' IMMACULEE CONCEPTION","immaculee.angers@wanadoo.fr","ec.angers.immaculee@ec49.org","02 41 47 80 80","Not found","14 boulevard Jacques Portet49000 ANGERSFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-MARIE","clg.stemarie.rouen@srec-hn.com","Not found","02 35 71 42 14","Not found","23 rue de la Chaine76000 ROUENFrance","Annexe : 12 rue Géricault"
"ECOLE ET COLLEGE  PRIVES CHEVREUL-CHAMPAVIER","chevreulchampavier@wanadoo.fr","Not found","04 96 12 12 00","Not found","22 rue Brochier13005 MARSEILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-CLAIRE","Not found","Not found","03 20 57 28 28","Not found","76 rue de l'Hôpital Militaire59800 LILLEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ec.ndchachon@voila.fr","ecole.notredame.bressuire@ac-poitiers.fr","05 49 74 08 81","Not found","45 rue de Chachon79300 BRESSUIREFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","03 21 71 10 55","Not found","30 rue Baudimont - BP 56062000 ARRASFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE JOIE","eco56.ndj.pontivy@eco.ecbretagne.org","Not found","02 97 25 32 06","Not found","6 rue du Chêne56300 PONTIVYFrance","Not found"
"GROUPE SCOLAIRE PRIVE  ECOLE SAINT-SAUVEUR - SAINT-EUBERT","Not found","Not found","03 20 52 60 83","Not found","1 rue Charles Debierre59800 LILLEFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN","ec-pr-saint-jean-meung-sur-loire@ac-orleans-tours.fr","contact@ecole-saint-jean.org","02 38 44 33 43","Not found","2 rue Saint-Jean45130 MEUNG SUR LOIREFrance","Not found"
"ECOLE PRIVEE  SAINTE-CROIX - SAINT-EUVERTE","info@scse.fr","Not found","02 38 52 27 30","Not found","75 bis Faubourg Bannier45000 ORLEANSFrance","Maternelle : 116 rue de Coulmiers"
"ECOLE PRIVEE LA SARRAZINE","Not found","Not found","0466350108","Not found","1 rue du Fort30310 VERGEZEFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINTE-FAMILLE DES MINIMES","ecolesf@yahoo.fr","Not found","05 34 40 12 60","Not found","Rue Abbé Sicard31200 TOULOUSEFrance","Not found"
"ECOLE ET COLLEGE PRIVES JEANNE D'ARC","jeannedarc.melun@wanadoo.fr","Not found","01 64 14 44 40","Not found","30 rue Bancel77000 MELUNFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","sainte-mariedulys@bbox.fr","Not found","01 64 39 09 98","Not found","223 rue Pierre Curie77190 DAMMARIE LES LYSFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE  SAINT-JOSEPH","stjo.teloche@wanadoo.fr","Not found","02 43 42 57 94","Not found","2 rue des Alouettes72220 TELOCHEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","saint-josephec.fb@wanadoo.fr","Not found","04 90 61 30 54","Not found","Avenue Jean Jaurès84210 PERNES LES FONTAINESFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE- SAINT-PAUL","ecole.st.pierre.st.paul.42@wanadoo.fr","Not found","04 77 57 08 59","Not found","63 rue Parmentier42100 ST ETIENNEFrance","Not found"
"ECOLE PRIVEE SAINTE-URSULE","ecolesainteursule@stjodijon.com","Not found","03 80 30 07 32","Not found","7 rue Danton21000 DIJONFrance","Not found"
"ECOLE ET LYCEE PRIVES SAINTE-AGNES","Not found","ec.angers.steagnes@ec49.org","02 41 88 22 72","02 41 88 25 50 (école)","7 rue Volney49000 ANGERSFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","saintjo.lemele@wanadoo.fr","Not found","02 33 27 62 94","Not found","5 cours du Château61170 LE MELE SUR SARTHEFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","ec.lafresnaye.stejeannedarc@ec72.org","Not found","02 43 97 48 07","Not found","Le Bourg72670 LA FRESNAYE SUR CHEDOUETFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-PAUL","collegestpaul44@wanadoo.fr","notredame.ecole@wanadoo.fr","02 51 11 01 01","Not found","66-68 rue Jean Jaurès44400 REZEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","03 85 40 10 98","Not found","40 impasse des Sires de Bages71290 CUISERYFrance","Not found"
"INSTITUTION SAINT-JOSEPH  ECOLE ET COLLEGE PRIVES","st.joseph.aniche2@ddec59c.org","st.joseph.aniche@ddec59c.org","03 27 92 52 24","03 27 92 50 94 (école)","1 rue Ducret59580 ANICHEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH - SAINTE-MARIE","f.gilbert.st.jo.capbreton@orange.fr","Not found","05 58 72 70 31","Not found","5 avenue de Verdun40130 CAPBRETONFrance","Not found"
"SAINT-BERNARD- SAINTE-MARIE  ECOLES MATERNELLE ET PRIMAIRE PRIVEES","ecole.mat.sainte.marie@wanadoo.fr","stbernard75.direction@wanadoo.fr","01 42 58 44 45","01 42 54 59 40","50 rue Stephenson75018 PARISFrance","Not found"
"ECOLE PRIVEE SAINT-NOM DE JESUS","dee@ecole-snj.fr","Not found","04 78 52 94 18","Not found","95 rue de la Tête d'Or69006 LYONFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE - SAINT-JOACHIM","Not found","Not found","03 20 55 59 98","Not found","198 rue du Bois59800 LILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-GENEVIEVE","ecole.ste.genevieve@free.fr","Not found","03 44 57 73 92","Not found","31 rue Blanche60270 GOUVIEUXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","notredame-longny@wanadoo.fr","Not found","02 33 73 67 19","Not found","9 bis rue des Prés61290 LONGNY AU PERCHEFrance","Not found"
"ECOLE PRIVEE SAINT-MARTIN","Not found","Not found","02 43 42 39 54","Not found","1 rue du Cornier72220 ECOMMOYFrance","Not found"
"ECOLE PRIMAIRE PRIVEE DU VIEUX PORT","ecmenvpo@edres74.net","Not found","04 50 60 01 83","Not found","Chemin du Vieux-Port74290 MENTHON ST BERNARDFrance","Not found"
"ECOLE PRIVEE IMMACULEE-CONCEPTION","ecole.immaculee@laposte.net","ec.immaculee.elbeuf@srec-hn.com","02 35 81 06 80","Not found","54 rue de Neubourg76500 ELBEUFFrance","Not found"
"ECOLE PRIVEE MONSABRÉ - SAINTE-MARIE","secretariat@ecole-monsabre.com","Not found","02 54 74 14 68","Not found","2-6 rue du Point du Jour41000 BLOISFrance","Not found"
"ECOLE PRIVEE SAINTE-ODILE","ste-odile.montpellier@wanadoo.fr","Not found","04 67 72 86 86","Not found","80 rue du Pré-aux-Clercs34000 MONTPELLIERFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","02 98 67 77 32","Not found","Rue du 11 Novembre29610 PLOUIGNEAUFrance","Not found"
"NOTRE-DAME DE SION  ECOLE PRIVEE SAINTE-MARIE SION","nds.sainte.marie@wanadoo.fr","Not found","01 43 26 69 08","Not found","93 rue Notre-Dame des Champs75006 PARISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","notredame.sarge@wanadoo.fr","ec.sarge.notredame@ec72.org","02 43 76 59 00","Not found","9 rue des Bruyères72190 SARGE LES LE MANSFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","st-joseph.chantepie@megalis.org","Not found","02 99 41 51 93","Not found","10 rue du Parc35135 CHANTEPIEFrance","Not found"
"ECOLE PRIVEE  SAINTE-CROIX - SAINT-EUVERTE","info@scse.fr","Not found","02 38 52 27 30","Not found","75 bis Faubourg Bannier45000 ORLEANSFrance","Maternelle : 116 rue de Coulmiers"
"ECOLE PRIVEE LES TILLEULS","secretariat.tilleuls@free.fr","Not found","01 39 44 06 70","Not found","16 rue Jean Bart78960 VOISINS LE BRETONNEUXFrance","Not found"
"ECOLE MATERNELLE DU SACRE-COEUR  ECOLE PRIMAIRE SAINT-JACQUES","Not found","Not found","02 43 94 05 45","Not found","14 rue Saint-Jacques72200 LA FLECHEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","Not found","Not found","03 23 98 50 78","Not found","93 rue du Chapitre02360 ROZOY SUR SERREFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ecole-jdarc-aumale@wanadoo.fr","Not found","02 35 93 41 51","Not found","22 boulevard des Fontaines76390 AUMALEFrance","Not found"
"ECOLE PRIVEE MARGUERITE-MARIE","ecolemarguerite.marie@wanadoo.fr","Not found","04 79 81 27 74","Not found","2 rue du Chapitre01300 BELLEYFrance","Not found"
"ECOLE PRIVEE SAINTE-CLAIRE","ec.lelion.steclaire@ec49.org","Not found","02 41 95 66 50","Not found","17 rue Candaise49220 LE LION D ANGERSFrance","Not found"
"ECOLE PRIVEE SAINTE EMILIE DE RODAT","ecole.sainte-emiliederodat@wanadoo.fr","Not found","04 74 58 52 80","Not found","26 rue Jeanne d'Arc38440 ST JEAN DE BOURNAYFrance","Not found"
"ECOLE PRIVEE SAINT-LIBOIRE","ec.lemans.stliboire@ec72.org","Not found","02 43 28 80 53","Not found","155 avenue Rhin et Danube72000 LE MANSFrance","Not found"
"INSTITUTION PRIVEE NOTRE-DAME","chateauneuf.end@wanadoo.fr","Not found","02 37 51 06 48","Not found","44 rue Jean Moulin28170 CHATEAUNEUF EN THYMERAISFrance","Not found"
"LE JARDIN ENCHANTE","jardin.enchante@wanadoo.fr","jardin.enchante@yahoo.fr","04 68 34 71 97","Not found","51 rue Jean-Baptiste Lulli66000 PERPIGNANFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","st-joseph-bazouges@wanadoo.fr","Not found","02 43 45 33 68","Not found","14 place de la Mairie72200 BAZOUGES SUR LE LOIRFrance","Not found"
"ECOLE PRIVEE LES TILLEULS","eugenie0802@wanadoo.fr","Not found","04 77 24 08 24","Not found","8 rue Elisée David42130 BOEN SUR LIGNONFrance","Not found"
"ECOLE PRIVEE SAINTE-JULE","ecolestejule@free.fr","Not found","03 25 73 34 19","Not found","5 rue Saint-Antoine10000 TROYESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","04 50 36 88 74","Not found","61 rue du Môle74250 VIUZ EN SALLAZFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","saintemarie-ml@orange.fr","Not found","01 39 62 54 30","Not found","45 rue du Fossé78600 MAISONS LAFFITTEFrance","Not found"
"ECOLE PRIVEE  NOTRE-DAME DE L'ASSOMPTION","contact@ecole-nda.fr","Not found","01 69 20 23 61","Not found","11 rue d'Antony91370 VERRIERES LE BUISSONFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE EN CHARTREUSE","Not found","Not found","04 76 55 14 67","Not found","25 chemin de Manjotier38380 MIRIBEL LES ECHELLESFrance","Not found"
"ECOLE PRIVEE NOTRE DAME DES NOES","eco22.sc.binic@eco.ecbretagne.org","Not found","02 96 73 70 14","Not found","4 rue des Fontaines22520 BINICFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Pascal.Deron@wanadoo.fr","eco22.nd.erquy@eco.ecbretagne.org","02 96 72 48 41","Not found","7 rue Saint-Pierre22430 ERQUYFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.landehen@eco.ecbretagne.org","Not found","02 96 30 04 40","Not found","2 rue des Roseaux22400 LANDEHENFrance","Not found"
"ECOLE PRIVEE","eco22.prim.penguily@eco.ecbretagne.org","Not found","02 96 30 27 28","Not found","3 rue de l'Eglise22510 PENGUILLYFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-CHARLES","stcharles01400@wanadoo.fr","Not found","04 74 55 35 53","Not found","36 rue Philibert Collet01400 CHATILLON SUR CHALARONNEFrance","Not found"
"ECOLE ET COLLEGE PRIVES   SAINTE-MARIE JEANNE D'ARC","stm33@free.fr","Not found","05 56 63 14 39","Not found","8 cours Sadi Carnot33210 LANGONFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINTE-MARIE DE NEVERS","college.smdn@free.fr","Not found","05 61 21 51 97","Not found","18 rue Merly31000 TOULOUSEFrance","Not found"
"ECOLE PRIVEE SAINT JOSEPH","ec-pr-saint-joseph-neuville-aux-bois@ac-orleans-tours.fr","Not found","02 38 91 02 27","Not found","17 rue des Villeneuves45170 NEUVILLE AUX BOISFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole-st-joseph@freesurf.fr","Not found","02 98 59 40 94","Not found","Rue Pierre Curie29390 SCAERFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolesaintjoseph@stjodijon.com","Not found","03 80 65 27 85","Not found","1 rue Maurice Chaume21000 DIJONFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","05 62 32 85 65","Not found","7 rue Richelieu65380 OSSUNFrance","Not found"
"ECOLE PRIVEE SAINT-LEON IX","leonan1@scolalor.net","s.michaut@scolalor.net","03 83 27 26 95","Not found","28 rue Saint-Léon54000 NANCYFrance","Not found"
"ECOLE PRIVEE SAINT-MICHEL","ec.stmichel@orange.fr","Not found","04 68 25 11 61","Not found","8 place Joseph Poux11000 CARCASSONNEFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE","ogec.ecole.stpierre@wanadoo.fr","Not found","03 80 67 48 42","Not found","4 bis cours Général de Gaulle21000 DIJONFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-ANNE","steanne.somain@wanadoo.fr","ste.anne.somain@ddec59c.org","03 27 86 77 42 (école)","03 27 86 51 57 (collège)","37 rue Condorcet - BP 10559490 SOMAINFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-JOSEPH","st.joseph.caudan@wanadoo.fr","Not found","02 97 05 70 13","02 97 05 67 32 (école)","10 rue Saint-Joseph56850 CAUDANFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-VINCENT","0650738Z@ac-toulouse.fr","Not found","05 62 95 01 32","Not found","30 rue de la République65200 BAGNERES DE BIGORREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecole-saint-joseph9@wanadoo.fr","Not found","04 74 97 09 09","Not found","38 rue d'Italie38110 LA TOUR DU PINFrance","Not found"
"ECOLE PRIVEE SAINT-ROCH","ecolesaintroch@orange.fr","Not found","02 35 42 56 36","Not found","20 rue Louis-Philippe76600 LE HAVREFrance","Not found"
"ECOLE PRIVEE SAINT-VINCENT","Not found","Not found","03 84 40 16 54","Not found","Place Bad  Wurzach70300 LUXEUIL LES BAINSFrance","Not found"
"ECOLE PRIVEE SAINT-VIVIEN","ec.stvivien.rouen@srec-hn.com","Not found","02 35 98 38 72","Not found","74 rue Saint-Vivien76000 ROUENFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ecole.ste-anne.guilvinec@wanadoo.fr","Not found","02 98 58 12 06","Not found","32 rue Jeanne d'Arc29730 LE GUILVINECFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ogecsteanne2@wanadoo.fr","ec.steanne.lehavre@srec-hn.com","02 35 42 18 16","Not found","112 rue Ernest Renan76600 LE HAVREFrance","Not found"
"NOTRE-DAME DE LA TILLOYE  ECOLE PRIVEE","tilloye@wanadoo.fr","Not found","03 44 20 07 03","Not found","1 avenue de la Libération - BP 6043560200 COMPIEGNEFrance","Not found"
"ECOLE PRIVEE DES BOIS","ecole.des.bois@wanadoo.fr","contact@ecole-des-bois.org","05 56 30 73 08","Not found","2 chemin du PlataneDomaine de Cantinolle33650 MARTILLACFrance","Not found"
"ECOLE PRIVEE LE SAINT-ESPRIT","ecole.st-esprit@wanadoo.fr","Not found","01 43 07 79 08","Not found","54-58 rue des Meuniers75012 PARISFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ec-pr-jeanne-d-arc-sully-sur-loire@ac-orleans-tours.fr","Not found","02 38 36 22 91","Not found","7 route de Cerdon45600 SULLY SUR LOIREFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","Not found","Not found","02 97 22 08 55","Not found","Rue du Champ de Foire56380 GUERFrance","Not found"
"ECOLE PRIVEE LA PROVIDENCE - NAZARETH","providencenazareth.ecole@wanadoo.fr","Not found","02 35 86 10 08","Not found","62 rue de la République76260 EUFrance","Not found"
"ECOLE PRIVEE STE-MARIE- STE-FAMILLE","Not found","Not found","05 63 63 12 75","Not found","6 rue Chanoine Miquel82000 MONTAUBANFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","04 75 44 32 60","Not found","137 avenue Victor Hugo26000 VALENCEFrance","Not found"
"ECOLE PRIVEE SAINTE-CATHERINE","secretariat@ecolesaintecatherine.com","Not found","01 43 25 57 89","Not found","13 bis-15 rue des Bernardins75005 PARISFrance","Not found"
"ECOLE PRIVEE SAINTE-VIRGINIE","Not found","Not found","04 71 49 72 43","Not found","Le Bourg15310 ST ILLIDEFrance","Not found"
"ECOLE PRIVEE DON BOSCO","ecole.don.bosco.heyrieux@wanadoo.fr","Not found","04 78 40 03 35","Not found","3 avenue Rozier38540 HEYRIEUXFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","ecole.sacrecoeur@wanadoo.fr","Not found","03 23 63 72 27","Not found","38 rue Condorcet02240 RIBEMONTFrance","Not found"
"ECOLE PRIVEE EUGENIE DE GUERIN  SAINT-CHARLES","Not found","Not found","05 63 57 18 53","05 63 57 14 85","41 rue du Château du Roy81600 GAILLACFrance","10 rue Verdun"
"ECOLE PRIVEE JEANNE D'ARC","ecole-jeanne-darc.avesnes@wanadoo.fr","Not found","03 27 61 04 76","Not found","3 rue de Berry59440 AVESNES SUR HELPEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","stejeannedarcmtf@orange.fr","Not found","01 43 30 31 87","Not found","16 rue Henri Barbusse93370 MONTFERMEILFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ecole.jeanne@wanadoo.fr","Not found","03 80 90 01 46","09 75 30 97 24","1 rue des Capucins21230 ARNAY LE DUCFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE - MARIE-CECILE","stpierre.m.cecile@wanadoo.fr","Not found","02 32 33 01 42","Not found","9 rue Borville Dupuis27000 EVREUXFrance","Not found"
"ECOLE PRIVEE ROCHEBELLE","rochebelle.privee@wanadoo.fr","Not found","04 66 56 83 60","Not found","4 bis Faubourg de Rochebelle30100 ALESFrance","Not found"
"INSTITUT SAINTE-GENEVIEVE  ECOLE, COLLEGE ET LYCEE PRIVES","secdir@isg6.paris","Not found","01 44 39 01 00","Not found","64 rue d'Assas75006 PARISFrance","Not found"
"LES LUTINS","pensionnat_les_lutins@orange.fr","Not found","03 86 66 44 93","Not found","24 avenue de la Gare89340 VILLENEUVE LA GUYARDFrance","Not found"
"ECOLE PRIVEE SAINT-HENRI","Saint.Henri@wanadoo.fr","Not found","02 98 04 31 09","Not found","3 rue de l'Ecole29810 BRELESFrance","Not found"
"CHARLES PEGUY  ECOLE, COLLEGE ET LYCEE PRIVES","eclg.c-peguy.bobigny@wanadoo.fr","Not found","01 48 30 31 82","Not found","216 avenue Henri Barbusse93000 BOBIGNYFrance","Not found"
"ECOLE PRIVEE SAINT-VINCENT","vinnan1@scolalor.net","Not found","03 83 35 14 64","Not found","23 rue de Solignac54000 NANCYFrance","Not found"
"ECOLE PRIVEE   NOTRE-DAME DE BON PORT","Not found","ec.nddubonport.stvalery@srec-hn.com","02 35 97 20 87","Not found","14 avenue Foch76460 ST VALERY EN CAUXFrance","Not found"
"ECOLE PRIVEE SAINT-CORNEILLE  NOTRE-DAME DE LOURDES","Not found","Not found","03 20 75 57 51","Not found","29 rue du Docteur Coubronne59510 HEMFrance","Not found"
